"[405]450_50-A","[561]610_20-A"
39.840000,35.670002
7.470000,3.480000
11.620000,-18.270000
56.439999,157.470001
17.430000,393.239990
4.150000,-11.310000
187.580002,6545.010254
270.579987,122.669998
25.730000,2689.169922
50.629997,4419.600098
1633.439941,14.790000
9.960000,17.400000
109.559998,-26.100000
66.400002,25984.291016
-14.110000,1.740000
124.500000,4.350000
144.419998,15.660000
849.089966,982.229980
29.879999,81.779999
205.839996,4736.279785
131.139999,466.320007
0.830000,-16.530001
163.509995,9018.419922
24.070000,45.240002
72.209999,2096.699951
39.009998,83.520004
-0.830000,-6.960000
78.019997,1249.319946
426.619995,55.680000
37.349998,-18.270000
29.879999,-1.740000
8.300000,0.870000
11.620000,13.050000
39.840000,3627.030029
4.980000,12.180000
33.200001,147.029999
257.299988,4182.959961
315.399994,4474.410156
36.520000,1243.229980
369.350006,7341.930176
266.429993,9291.599609
1256.619995,1405.920044
277.220001,13.050000
353.579987,82.650002
4.980000,147.899994
51.459999,6.090000
3.320000,-24.360001
202.519989,1258.890015
1840.939941,65.250000
22.410000,1033.560059
99.599998,-6.090000
1808.569946,14308.889648
10.790000,27.840000
1.660000,-8.700000
35.689999,20.880001
34.029999,15.660000
280.540009,20291.009766
2.490000,3.480000
-17.430000,22.620001
180.110001,33918.691406
20.750000,13.920000
465.630005,12149.549805
9.960000,175.740005
25.730000,-2.610000
231.569992,264.480011
131.970001,29627.849609
36.520000,26.100000
345.279999,12082.560547
30.709999,7253.189941
253.149994,26367.960938
68.059998,1273.680054
-12.450000,1.740000
63.079998,361.049988
145.250000,1525.109985
20.750000,127.889999
977.739990,9517.799805
656.529968,69.599998
234.059998,12.180000
58.930000,7105.290039
252.319992,11797.200195
315.399994,17.400000
34.029999,6.090000
-0.830000,-17.400000
19.920000,133.979996
10.790000,15.660000
31.539999,40.020000
29.049999,15.660000
24.900000,2206.320068
16.600000,10.440001
146.910004,4375.229980
46.480000,127.020004
52.289997,1239.750000
322.040009,3762.750000
502.979980,24243.419922
3.320000,33.060001
-5.810000,37.410000
27.389999,89.610001
92.959999,875.220032
113.709999,2088.870117
366.029999,18704.130859
112.879997,142.680008
387.609985,69066.687500
52.289997,914.369995
13.280000,6.960000
62.250000,35.670002
1962.949951,5012.939941
27.389999,1602.540039
185.919998,10.440001
6.640000,195.750000
41.500000,577.679993
36.520000,53.070000
446.539978,15238.049805
9.130000,1416.359985
-4.150000,31.320000
53.119999,1221.479980
136.949997,167.040009
240.699997,1982.729980
379.309998,4548.359863
209.159988,1349.369995
14.940000,94609.023438
82.169998,7337.580078
293.820007,7085.280273
102.089996,0.000000
398.399994,39.150002
2.490000,1.740000
37.349998,30.450001
35.689999,78.300003
165.169998,1539.900024
15.770000,50.459999
39.009998,56.549999
108.729996,104203.382812
29.049999,25.230000
23.240000,46.110001
458.989990,2509.949951
76.360001,21.750000
13.280000,-1.740000
14.940000,26.100000
72.209999,401.940002
286.350006,5170.410156
156.869995,3862.800049
11.620000,244.470001
59.759998,14.790000
4.150000,-6.960000
190.069992,20.010000
9.960000,894.359985
78.849998,3137.219971
-12.450000,5.220000
53.119999,235.770004
60.590000,10303.410156
370.179993,4865.910156
112.049995,97.440002
114.540001,5171.279785
175.959991,7131.390137
58.099998,87.870003
37.349998,4625.790039
2.490000,98.309998
2.490000,842.160034
242.360001,2973.659912
102.919998,1004.849976
4.980000,73.949997
3.320000,-28.710001
30.709999,29.580000
48.969997,45.240002
21.580000,65.250000
238.209991,37.410000
34.860001,6.960000
79.680000,57.420002
14.940000,29.580000
376.820007,5822.040039
165.169998,5349.629883
240.699997,201.839996
4.980000,32.189999
722.929993,8183.220215
10.790000,-26.969999
110.389999,8664.330078
130.309998,0.870000
26.559999,31.320000
32.369999,623.789978
346.940002,5443.589844
224.099991,6637.229980
320.380005,23343.839844
42.329998,49.590000
491.359985,2685.689941
-0.830000,9.570000
22.410000,210.540009
633.289978,5179.979980
34.029999,14.790000
51.459999,10.440001
321.209991,-15.660000
29.049999,19.139999
-5.810000,1832.219971
34.029999,42295.050781
63.910000,4.350000
175.959991,18.270000
26.559999,59.160000
34.029999,38.279999
84.659996,8.700000
110.389999,4299.540039
31.539999,251.430008
208.330002,21204.509766
34.860001,42.630001
17.430000,8.700000
50.629997,562.020020
192.559998,1352.849976
48.969997,79.169998
95.449997,618.570007
261.449982,858.690002
117.860001,4802.399902
34.860001,3.480000
82.169998,841.289978
94.619995,-29.580000
68.059998,40.020000
583.489990,28.710001
-12.450000,2.610000
48.969997,41.760002
103.750000,37.410000
477.250000,590.729980
29.049999,8.700000
3.320000,24.360001
-6.640000,8.700000
38.180000,1070.099976
130.309998,8009.220215
-10.790000,9.570000
35.689999,140.940002
122.839996,3462.600098
83.000000,1845.270020
34.029999,4140.330078
5.810000,16.530001
4.150000,3764.489990
1349.579956,4892.010254
68.889999,4150.770020
1.660000,1207.560059
4.980000,0.000000
69.720001,1572.959961
14.110000,55.680000
228.250000,54.810001
681.429993,63.510002
417.489990,8171.910156
21.580000,42.630001
15.770000,0.870000
11.620000,1973.160034
1.660000,3718.380127
107.070000,20.880001
58.099998,39.150002
219.949997,1646.910034
51.459999,21.750000
41.500000,46.110001
25.730000,10.440001
15.770000,306.239990
171.809998,1816.560059
239.039993,2009.699951
393.419983,23.490000
-21.580000,-9.570000
35.689999,304.500000
78.019997,14123.580078
7.470000,6.090000
463.970001,8.700000
165.169998,583.770020
-9.130000,-11.310000
37.349998,50.459999
25.730000,-28.710001
170.979996,932.640015
916.320007,115.709999
426.619995,10610.520508
66.400002,2534.310059
63.910000,30086.339844
7.470000,68694.328125
18.260000,-4.350000
4.150000,75.690002
246.509995,13508.490234
-17.430000,932.640015
30.709999,16.530001
2.490000,24.360001
-0.830000,0.000000
220.779999,610.739990
337.809998,43.500000
50.629997,5568.000000
1692.369995,4738.020020
-21.580000,4.350000
368.519989,2244.600098
34.860001,1114.469971
221.610001,815.190002
16.600000,186.180008
356.899994,238.380005
98.769997,231.419998
18.260000,6.090000
318.720001,19543.679688
49.799999,1386.780029
17.430000,28.710001
17.430000,7175.760254
74.699997,990.059998
31.539999,249.690002
146.080002,43.500000
236.549988,62.639999
17.430000,13.920000
34.860001,370.619995
193.389999,14.790000
126.989998,18297.839844
39.009998,31.320000
758.619995,5336.580078
10.790000,2.610000
34.029999,15.660000
180.110001,16804.919922
29.879999,50.459999
0.830000,-4.350000
-1.660000,17.400000
204.179993,4918.109863
45.649998,432.390015
35.689999,20.880001
258.959991,-8.700000
431.600006,7343.669922
7.470000,2.610000
16.600000,1165.800049
15.770000,343.649994
1365.349976,12869.910156
278.049988,829.979980
7.470000,14.790000
112.879997,6420.600098
136.119995,575.070007
15.770000,63187.230469
268.919983,15486.870117
0.830000,322.769989
17.430000,29.580000
259.790009,10030.230469
429.940002,5936.010254
278.049988,3845.399902
34.029999,711.660034
196.709991,240.990005
55.610001,1207.560059
42.329998,56.549999
-8.300000,51.330002
6.640000,-8.700000
0.830000,280.140015
136.119995,5024.250000
302.119995,7578.569824
84.659996,214.020004
20.750000,341.040009
50.629997,0.000000
32.369999,57.420002
472.269989,3313.830078
-6.640000,1.740000
4.150000,20.010000
-24.900000,15.660000
7.470000,24.360001
12.450000,-6.960000
51.459999,-11.310000
41.500000,58.290001
130.309998,2147.159912
299.630005,3861.060059
341.130005,17118.990234
388.440002,15261.540039
127.820000,124.410004
258.130005,962.220032
137.779999,22.620001
31.539999,140.940002
99.599998,25910.339844
326.190002,18.270000
137.779999,522.000000
-29.049999,-9.570000
353.579987,27056.130859
135.289993,7899.600098
8.300000,8.700000
140.270004,7.830000
420.809998,4045.500000
14.110000,664.679993
34.029999,33.060001
34.860001,308.850006
35.689999,37.410000
355.239990,3416.489990
2357.199951,6600.689941
14.940000,1687.800049
106.239998,107.010002
92.129997,25223.041016
17.430000,435.000000
29.879999,95250.210938
209.159988,28.710001
1.660000,231.419998
29.879999,153.119995
41.500000,68.730003
170.149994,541.140015
322.040009,60.900002
17.430000,25.230000
321.209991,457.619995
5.810000,73.080002
-21.580000,33.060001
212.479996,1793.070068
166.830002,3809.729980
38.180000,2897.100098
3.320000,12.180000
57.270000,24.360001
23.240000,5588.879883
-16.600000,17.400000
365.199982,5.220000
16.600000,2941.469971
469.779999,13897.379883
53.119999,2500.380127
1.660000,26.969999
32.369999,317.549988
53.119999,0.870000
27.389999,9.570000
312.079987,3722.729980
40.669998,14.790000
244.019989,9272.459961
19.920000,-6.090000
39.009998,25.230000
-21.580000,-8.700000
6.640000,12.180000
123.669998,3727.080078
39.840000,4.350000
34.029999,120.930000
53.950001,17.400000
19.090000,19.139999
-4.980000,-10.440001
175.129990,11101.200195
355.239990,1512.060059
14.940000,-4.350000
261.449982,12.180000
30.709999,436.739990
312.079987,805.619995
18.260000,-6.960000
42.329998,687.299988
39.840000,-12.180000
15.770000,-6.960000
20.750000,52.200001
19.090000,38.279999
20.750000,1645.170044
17.430000,1589.489990
85.489998,746.460022
126.159996,87.870003
30.709999,33.930000
20.750000,33.930000
48.969997,180.089996
53.950001,2050.590088
63.910000,221.850006
-14.940000,16.530001
52.289997,681.210022
266.429993,21997.949219
68.889999,9.570000
19.090000,2095.830078
331.169983,4953.779785
19.090000,-3.480000
11.620000,40.889999
14.940000,45920.339844
11.620000,4.350000
17.430000,2141.070068
168.489990,37.410000
156.039993,1405.050049
156.039993,14.790000
360.220001,19.139999
22.410000,235.770004
46.480000,5102.549805
588.469971,3888.030029
16.600000,-0.870000
80.510002,32.189999
1137.929932,26.969999
19.090000,0.870000
19.090000,729.059998
27.389999,11.310000
118.689995,269.700012
191.729996,56232.449219
160.190002,4.350000
374.329987,1821.780029
96.279999,12244.379883
-9.130000,6.090000
1676.599976,2927.550049
246.509995,8654.759766
156.039993,8622.570312
150.229996,83.520004
28.219999,33.930000
351.089996,1017.900024
4.150000,33.060001
-26.559999,3.480000
29.049999,45.240002
19.920000,2927.550049
493.019989,34529.429688
28.219999,34.799999
24.070000,53.939999
33.200001,51.330002
87.979996,768.210022
449.859985,310.589996
14.940000,12.180000
207.500000,740.369995
56.439999,1893.989990
5.810000,26.969999
0.830000,3531.330078
64.739998,3150.270020
0.830000,1651.260010
19.090000,18156.900391
18.260000,28.710001
95.449997,204.449997
28.219999,30.450001
102.919998,49603.050781
232.399994,39.150002
141.929993,18955.560547
444.049988,11833.740234
13.280000,15.660000
26.559999,207.059998
131.970001,65.250000
435.750000,816.929993
33.200001,649.020020
166.830002,1109.250000
95.449997,22.620001
33.200001,43515.660156
210.819992,3.480000
7.470000,22816.621094
35.689999,2307.239990
46.480000,11703.240234
52.289997,-23.490000
9.960000,21.750000
571.039978,9.570000
20.750000,13.050000
320.380005,5445.330078
268.089996,4874.609863
78.019997,513.299988
50.629997,0.000000
158.529999,1983.599976
766.919983,11432.669922
574.359985,1693.020020
-9.960000,-18.270000
190.899994,-20.880001
498.829987,159.210007
24.900000,52.200001
0.830000,4.350000
185.089996,2294.189941
39.840000,46.110001
519.580017,11599.709961
468.949982,18024.660156
29.879999,12.180000
2.490000,13.920000
-27.389999,20.880001
48.139999,13919.129883
323.699982,3627.899902
34.029999,24.360001
11.620000,11.310000
12.450000,40.889999
171.809998,722.970032
173.470001,881.309998
268.919983,7733.430176
356.899994,29.580000
322.869995,2474.280029
-5.810000,5.220000
11.620000,-13.050000
60.590000,1427.670044
20.750000,-13.920000
41.500000,10839.330078
37.349998,54.810001
7.470000,17.400000
4.150000,1634.729980
399.229980,397.589996
10.790000,6.090000
607.559998,131.369995
337.809998,301.019989
72.209999,150.509995
11.620000,41.760002
432.429993,68.730003
95.449997,58.290001
349.429993,30130.710938
31.539999,-0.870000
5.810000,534.179993
95.449997,1854.839966
81.339996,1751.310059
53.950001,2215.889893
75.529999,23.490000
24.070000,491.549988
24.070000,20.010000
17.430000,1218.000000
83.830002,697.739990
19.090000,137.460007
73.869995,9122.820312
13.280000,164.430008
0.830000,67.860001
23.240000,28.710001
28.219999,133.979996
29.049999,-4.350000
-12.450000,9.570000
249.830002,7475.910156
211.649994,33.930000
315.399994,9429.929688
143.589996,5467.950195
513.770020,731.669983
-24.900000,-1.740000
43.160000,114.840004
100.430000,4700.609863
44.820000,29.580000
36.520000,162.690002
144.419998,2356.830078
512.109985,4772.819824
13.280000,113.970001
394.250000,13137.870117
74.699997,9646.559570
181.769989,11370.030273
141.929993,-10.440001
23.240000,1448.550049
514.599976,-11.310000
8.300000,3.480000
45.649998,22.620001
1.660000,-4.350000
17.430000,14.790000
28.219999,48.720001
-1.660000,-0.870000
49.799999,2502.120117
269.750000,2312.459961
28.219999,29.580000
293.820007,18390.060547
36.520000,13.920000
5724.509766,11079.450195
121.180000,26.100000
35.689999,-5.220000
42.329998,1202.339966
23.240000,8.700000
-9.960000,-31.320000
24.900000,213.149994
55.610001,301.019989
133.630005,2128.889893
244.019989,24.360001
102.089996,1532.940063
166.000000,20.010000
28.219999,4546.620117
75.529999,1394.609985
322.040009,439.350006
368.519989,43514.789062
283.859985,6.960000
111.220001,3759.270020
18.260000,147.029999
-20.750000,-6.960000
34.860001,1149.270020
62.250000,23.490000
20.750000,66.989998
23.240000,55.680000
668.979980,10376.490234
244.019989,3941.100098
36.520000,35.670002
218.289993,17265.150391
24.900000,77.430000
75.529999,7814.339844
624.989990,8787.870117
50.629997,1378.079956
62.250000,42.630001
-24.900000,10.440001
36.520000,61.770000
32.369999,-3.480000
194.220001,43705.320312
-5.810000,0.870000
966.949951,438.480011
82.169998,153.119995
37.349998,19.139999
40.669998,334.080017
32.369999,-2.610000
31.539999,116.580002
342.789978,1188.420044
16.600000,274.049988
-2.490000,-11.310000
-4.150000,2149.770020
60.590000,15.660000
673.130005,8.700000
11.620000,32881.648438
676.450012,12678.509766
352.750000,1010.940002
85.489998,18383.970703
117.860001,6289.229980
28.219999,23.490000
171.809998,1155.359985
61.419998,1557.300049
236.549988,211.410004
-0.830000,46.110001
1997.809937,237.509995
-43.989998,134.850006
46.480000,313.200012
-9.130000,26.969999
128.649994,1319.790039
35.689999,3079.800049
492.190002,9347.280273
41.500000,298.410004
23.240000,8.700000
267.260010,13.920000
126.159996,3064.140137
48.969997,60.029999
169.319992,1966.199951
51.459999,889.140015
161.849991,1931.400024
131.970001,41.760002
19.920000,18.270000
25.730000,364.529999
13.280000,13.050000
-9.960000,20.880001
210.819992,6283.140137
23.240000,27.840000
51.459999,2956.260010
4.150000,56.549999
245.679993,1727.820068
53.950001,2970.179932
17.430000,6.960000
31.539999,303.630005
352.750000,2535.179932
-4.150000,1296.300049
24.900000,47.849998
34.029999,40.020000
16.600000,3252.060059
41.500000,122.669998
70.549995,12280.919922
110.389999,18.270000
162.679993,3288.600098
44.820000,5583.660156
63.079998,4.350000
30.709999,8552.969727
52.289997,35.670002
39.009998,181.830002
13.280000,69.599998
21.580000,57.420002
29.879999,9355.110352
477.250000,56.549999
18.260000,555.929993
201.690002,538.530029
73.869995,35.670002
74.699997,2035.800049
105.409996,5336.580078
87.979996,-0.870000
1652.529907,8405.940430
43.160000,3.480000
21.580000,5.220000
256.470001,39.150002
16.600000,119.190002
29.879999,3457.380127
85.489998,6343.169922
136.949997,1997.520020
20.750000,-29.580000
74.699997,340.170013
264.769989,14.790000
37.349998,102.660004
142.759995,10.440001
32.369999,-17.400000
271.410004,410.640015
201.690002,332.339996
62.250000,40224.449219
0.830000,493.290009
27.389999,10.440001
122.009995,6.090000
148.569992,5537.549805
65.570000,9047.129883
44.820000,64.379997
27.389999,11.310000
214.139999,265.350006
17.430000,14.790000
4.150000,5.220000
94.619995,4054.199951
30.709999,25.230000
329.509979,319.290009
12.450000,15.660000
-1.660000,57.420002
170.979996,8286.750000
